GEOID,GEOG,2000_POP,2010_POP,2020_POP,2020_HH,2020_HH_SIZE,TOT_POP,UND5,A5_19,A20_34,A35_49,A50_64,A65_74,A75_84,OV85,MED_AGE,WHITE,HISP,BLACK,ASIAN,OTHER,POP_HH,POP_16OV,IN_LBFRC,EMP,UNEMP,NOT_IN_LBFRC,TOT_WRKR16OV,WORK_AT_HOME,TOT_COMM,DROVE_AL,CARPOOL,TRANSIT,WALK_BIKE,COMM_OTHER,AGG_TT,NO_VEH,ONE_VEH,TWO_VEH,THREEOM_VEH,POP_25OV,LT_HS,HS,SOME_COLL,ASSOC,BACH,GRAD_PROF,INC_LT_25K,INC_25_50K,INC_50_75K,INC_75_100K,INC_100_150K,INC_GT_150,MEDINC,INCPERCAP,TOT_HH,OWN_OCC_HU,RENT_OCC_HU,VAC_HU,HU_TOT,HU_SNG_DET,HU_SNG_ATT,HU_2UN,HU_3_4UN,HU_5_9UN,HU_10_19UN,HU_GT_19UN,HU_MOBILE,MED_ROOMS,HA_AFT2000,HA_70_00,HA_40_70,HA_BEF1940,MED_HA,BR_0_1,BR_2,BR_3,BR_4,BR_5,HV_LT_150K,HV_150_300K,HV_300_500K,HV_GT_500K,MED_HV,CASHRENT_HH,RENT_LT500,RENT_500_999,RENT_1000_1499,RENT_1500_2499,RENT_GT2500,MED_RENT,COMPUTER,ONLY_SMARTPHONE,NO_COMPUTER,INTERNET,BROADBAND,NO_INTERNET,TOT_EMP_RES,RES_NAICS1_TYPE,RES_NAICS2_TYPE,RES_NAICS3_TYPE,RES_NAICS4_TYPE,RES_NAICS5_TYPE,RES_NAICS1_COUNT,RES_NAICS2_COUNT,RES_NAICS3_COUNT,RES_NAICS4_COUNT,RES_NAICS5_COUNT,TOT_EMP_WORK,WORK_NAICS1_TYPE,WORK_NAICS2_TYPE,WORK_NAICS3_TYPE,WORK_NAICS4_TYPE,WORK_NAICS5_TYPE,WORK_NAICS1_COUNT,WORK_NAICS2_COUNT,WORK_NAICS3_COUNT,WORK_NAICS4_COUNT,WORK_NAICS5_COUNT,RES_CITY1_TYPE,RES_CITY2_TYPE,RES_CITY3_TYPE,RES_CITY4_TYPE,RES_CITY5_TYPE,RES_CITY1_COUNT,RES_CITY2_COUNT,RES_CITY3_COUNT,RES_CITY4_COUNT,RES_CITY5_COUNT,WORK_CITY1_TYPE,WORK_CITY2_TYPE,WORK_CITY3_TYPE,WORK_CITY4_TYPE,WORK_CITY5_TYPE,WORK_CITY1_COUNT,WORK_CITY2_COUNT,WORK_CITY3_COUNT,WORK_CITY4_COUNT,WORK_CITY5_COUNT,IDES_START_EMP,IDES_MID_EMP,IDES_CURR_EMP,AVG_VMT,RET_SALES,GEN_MERCH,RES_EAV,CMRCL_EAV,IND_EAV,RAIL_EAV,FARM_EAV,MIN_EAV,TOT_EAV,TRANSIT_LOW_PCT,TRANSIT_MOD_PCT,TRANSIT_HIGH_PCT,WALKABLE_LOW_PCT,WALKABLE_MOD_PCT,WALKABLE_HIGH_PCT,OPEN_SPACE_PER_1000,TOT_ACRES,SF,Sfperc,MF,Mfperc,MIX,MIXperc,COMM,COMMperc,INST,INSTperc,IND,INDperc,TRANS,TRANSperc,AG,Agperc,OPEN,OPENperc,VACANT,VACperc,CT_1PHH,CT_2PHH,CT_3PHH,CT_4MPHH,CT_FAM_HH,CT_SP_WCHILD,CT_NONFAM_HH,HCUND20K,HCUND20K_LT20PCT,HCUND20K_20_29PCT,HCUND20K_30MPCT,HC20Kto49K,HC20Kto49K_LT20PCT,HC20Kto49K_20_29PCT,HC20Kto49K_30MPCT,HC50Kto75K,HC50Kto75K_LT20PCT,HC50Kto75K_20_29PCT,HC50Kto75K_30MPCT,HCOV75K,HCOV75K_LT20PCT,HCOV75K_20_29PCT,HCOV75K_30MPCT,NATIVE,FOR_BORN,POP_OV5,NOT_ENGLISH,LING_ISO,ENGLISH,SPANISH,SLAVIC,CHINESE,TAGALOG,ARABIC,KOREAN,OTHER_ASIAN,OTHER_EURO,OTHER_UNSPEC,2000_WHITE,2000_HISP,2000_BLACK,2000_ASIAN,2000_OTHER,2000_UND19,2000_A20_34,2000_A35_49,2000_A50_64,2000_OV65,2000_MED_AGE,2000_TOT_HH,2000_OWN_OCC_HU,2000_RENT_OCC_HU,2000_VAC_HU,2000_HU_TOT,2000_LT_HS,2000_HS,2000_SOME_COLL,2000_ASSOC,2000_BACH,2000_GRAD_PROF,2000_POP_25OV,HT_Cost_Typical,HT_Cost_Mod,H_Cost_Typical,H_Cost_Mod,T_Cost_Typical,T_Cost_Mod,Primary_WS,2003_TOTAL_MGD,2013_TOTAL_MGD,03_13_PCTCHG_TOT_MGD,2003_RES_MGD,2013_RES_MGD,03_13_PCTCHG_RES_MGD,2003_NONRES_MGD,2013_NONRES_MGD,03_13_PCTCHG_NONRES_MGD,2003_GPCD,2013_GPCD,03_13_PCTCHG_GPCD,2014_MO_WAT_INFLADJ2021,2014_MO_SEW_INFLADJ2021,2014_MO_COMBO_INFLADJ2021,2020_MO_WAT_INFLADJ2021,2020_MO_SEW_INFLADJ2021,2020_MO_COMBO_INFLADJ2021,2014_2020WAT_PCTCHG_ADJ,2014_2020SEW_PCTCHG_ADJ,2014_2020COMBO_PCTCHG_ADJ,2014_2020WAT_ANN_PCTCHG_ADJ,2014_2020SEW_ANN_PCTCHG_ADJ,2014_2020COMBO_ANN_PCTCHG_ADJ,UTILITY_NAME,2017_NONREV_WATER,2017_ANNCOST,2017_PCT_NONREV_TO_WS,highly_walkable_pop_pct,highly_walkable_emp_pct,assoc_plus_pct,in_lbr_frc_pct,pct_pop_access_4_acres_per_1k,pct_pop_access_10_acres_per_1k,impervious_acres_per_hh,2003_GPCD,disbursement_per_capita,above_80pct_regional_median,modhigh_ta_pop_pct,modhigh_ta_emp_pct,nonsov_pct
1704078,Batavia,23866,26045,26098,9970,2.610230692,26479,2123,5216,4411,5530,5223,2180,1301,495,38.8,22221,2038,812,540,868,26383,20359,14430,13940,490,5929,13723,2030,11693,10081,934,359,152,167,341500,584,2392,4362,2390,17956,862,2443,3584,1410,6032,3625,1206,1115,1408,1212,2008,2779,97995,46134,9728,7514,2214,328,10056,7060,1047,346,243,351,212,756,41,7,1614,5167,1612,1663,1983,1120,2045,2884,3468,539,234,3256,3419,566,310300,2132,203,490,852,506,81,1168,9117,240,611,8936,8707,792,12488,Education,Professional,Health Care,Retail Trade,Manufacturing,1415,1321,1275,1229,1217,15104,Manufacturing,Wholesale Trade,Retail Trade,Management,Construction,3194,1958,1583,1137,1017,Chicago,Batavia,Aurora,Geneva,Naperville,1344,1176,980,714,599,Aurora,Batavia,Chicago,Geneva,Elgin,1916,1176,750,521,508,14967,13925,16185,21885.96177,507686163,379607188,785296988,115878293,172369821,405415,671649,0,1074622166,0.593399767,0.385194772,0.021405461,0.632174475,0.367825525,0,10.91625966,6180.276708,2636.131819,0.426539448,77.65937895,0.01256568,0.835216205,0.000135142,343.9828529,0.055658164,339.9092913,0.054999041,749.9575937,0.121346928,1208.577864,0.195554005,192.7468321,0.031187411,314.2438694,0.050846246,316.2319908,0.051167934,2332,3001,1471,2924,6947,492,2781,816,10,135,671,1338,129,191,1018,1408,255,650,503,5981,3993,1568,420,25063,1416,24356,2122,523,22234,1372,175,96,51,52,28,86,213,49,21504,1257,540,319,246,7959,3606,6735,3200,2366,35.9,8494,6605,1889,312,8806,949,3049,3519,982,4104,2207,14810,59,70,36,45,23,24,Shallow Groundwater,3.1,2.89,-6.8,2.28,2.11,-7.6,0.82,0.78,-4.4,90.1,79.8,-11.5,27.16853802,30.08305424,N/A,30.56121593,41.34882216,N/A,12.48752476,37.44888346,N/A,1.980560223,5.444403912,N/A,N/A,N/A,N/A,N/A,0,0,0.616339942,0.867844896,0.816771102,0.453668329,0.285265636,90.1,381.23,1,0.032468331,0.00245752,0.253224514
1704303,Beach Park,10072,13638,14249,4964,2.867042707,13433,1015,3229,2418,2257,2718,1135,547,114,35.4,5909,5273,1196,559,496,13407,9841,6547,6035,466,3294,5947,73,5874,4988,702,95,56,33,169210,64,881,2099,1383,8587,1286,2929,2067,821,919,565,524,978,857,637,1053,378,71250,28292,4427,3710,717,235,4662,3337,361,85,12,58,0,20,789,6,1493,2018,961,190,1987,232,1100,2127,1101,102,1726,1840,91,53,156800,678,0,253,178,247,0,1179,4218,270,209,4128,4007,299,6234,Manufacturing,Health Care,Retail Trade,Administration,Accommodation and Food Service,988,766,690,558,524,900,Education,Accommodation and Food Service,Construction,Transportation,Health Care,238,167,124,93,70,Waukegan,Gurnee,Chicago,Zion,Libertyville,944,445,417,269,171,Waukegan,Zion,Beach Park,Winthrop Harbor,Gurnee,127,109,105,39,30,,,,24874.39811,64210966,50556876,217024003,16244168,0,660566,539003,0,234467740,0.448348054,0.483415113,0.068236833,1,0,0,10.89848105,4549.617535,2416.204623,0.531078625,28.40663392,0.006243741,1.13761585,0.000250046,73.90846282,0.016244984,125.3843482,0.027559316,6.435987153,0.001414622,875.5780889,0.192450922,299.2398308,0.065772525,360.6099564,0.079261598,362.7119879,0.079723622,778,1514,600,1535,3446,316,981,358,0,0,358,1059,144,269,646,849,386,170,293,2068,1481,497,90,11150,2283,12418,4734,1954,7684,4160,94,0,230,15,26,143,66,0,7922,1368,450,146,186,2986,1717,2687,1655,1027,37.1,3636,3193,443,107,3743,1027,2440,1648,381,642,318,6456,53,62,30,38,23,24,Lake Michigan,0.33,0.56,68.2,0.31,0.46,51.4,0.02,0.09,275.7,26.3,33.2,26.1,35.71178021,8.012258381,N/A,39.26175858,8.244969302,N/A,9.940636812,2.904436056,N/A,1.592046282,0.478316403,N/A,Beach Park,0.027,32410,6.3,0,0,0.268429021,0.805897471,0.391857835,0.196042726,0.196440242,26.3,235.18,0,0.065686626,0.094776119,0.155708761
1704572,Bedford Park,574,580,602,208,2.865384615,669,56,137,136,125,119,59,25,12,37.4,323,295,28,0,23,669,517,339,328,11,178,313,6,307,232,25,14,17,19,10320,2,58,97,54,440,50,144,59,33,111,43,7,28,31,41,48,56,99375,37871,211,181,30,2,213,206,0,3,0,0,0,4,0,6.4,18,13,109,73,1952,7,15,92,94,5,25,137,19,0,207600,30,1,10,11,8,0,1341,200,7,11,202,112,9,219,Manufacturing,Transportation,Retail Trade,Wholesale Trade,Health Care,36,20,20,19,18,25647,Manufacturing,Wholesale Trade,Transportation,Administration,Retail Trade,6896,4675,4018,2039,1654,Chicago,Bridgeview,McCook,Alsip,Bolingbrook,53,16,9,6,6,Chicago,Burbank,Oak Lawn,Cicero,Naperville,7571,723,618,338,319,11644,11028,12279,24191.75862,389175878,309127968,19133034,82652923,391711242,12476748,0,0,505973947,0.012229456,0.751363716,0.236406827,0.948915225,0.051084775,0,13.55047367,3865.456866,22.38787054,0.005791779,0.907696344,0.000234823,0,0,137.3516511,0.035533096,59.1380625,0.015299113,1524.745065,0.394454037,1902.587096,0.492202387,0,0,28.36697328,0.007338582,189.9724518,0.049146183,36,63,39,73,166,17,45,7,0,0,7,28,10,2,16,31,17,6,8,145,126,17,2,574,95,613,200,67,413,170,16,0,0,0,0,0,14,0,522,38,6,1,7,141,99,131,98,105,40.6,211,196,15,7,218,67,141,116,32,41,19,416,45,53,24,30,21,23,Lake Michigan,13.01,11.46,-11.9,0.07,0.07,-6.3,12.94,11.39,-12,125.3,114.5,-8.6,128.4793102,N/A,N/A,0,0,N/A,-100,N/A,N/A,-100,N/A,N/A,Bedford Park,0.476,369780,6.3,0,0,0.425,0.826315789,1,1,13.81529445,125.3,8453.54,1,0.972286374,0.175714286,0.198083067
1704585,Beecher,2033,4359,4713,1699,2.706886404,4443,243,970,542,1041,993,325,166,163,42,3998,399,20,0,26,4325,3503,2116,2071,45,1387,2031,60,1971,1556,292,91,0,32,59875,69,620,526,439,3032,208,1197,677,320,432,198,183,291,217,305,487,171,86576,34290,1654,1294,360,165,1819,1320,302,34,86,19,43,15,0,6,659,379,572,209,1985,127,521,681,371,119,163,1066,48,17,191900,360,0,257,95,8,0,920,1611,87,43,1385,1363,269,1953,Health Care,Manufacturing,Education,Retail Trade,Construction,257,254,214,184,147,724,Education,Health Care,Accommodation and Food Service,Retail Trade,Finance,151,124,123,89,50,Chicago,Beecher,Chicago Heights,Crete,Joliet,190,166,56,55,50,Beecher,Crete,Peotone,Chicago Heights,Steger,166,27,17,14,12,,,,,45258214,29606428,91592391,13116396,2681320,218495,835696,2500,108446798,1,0,0,1,0,0,5.334059845,1868.53941,481.7133675,0.257802091,6.463856956,0.00345931,1.15535443,0.00061832,62.76029941,0.033587892,59.29553365,0.031733628,14.37273332,0.007691962,294.3055615,0.157505675,517.6103285,0.277013332,234.7766876,0.125647169,196.0856867,0.104940621,472,498,291,393,1120,108,534,139,0,0,139,335,0,139,196,217,83,74,60,963,732,188,43,4423,20,4200,191,50,4009,60,77,0,0,0,0,0,54,0,1969,36,0,9,19,508,275,513,368,369,42.2,830,651,179,46,876,190,626,331,51,153,81,1432,60,71,36,45,25,27,Shallow Groundwater,0.3,0.47,59.7,0.28,0.44,60.4,0.02,0.03,49.5,91.9,99.4,8.1,27.6136762,25.75368765,N/A,32.45638709,27.22148595,N/A,17.53736392,5.699371356,N/A,2.729693188,0.928092977,N/A,N/A,N/A,N/A,N/A,0,0,0.313324538,0.747282609,0.615534882,0.207036598,0.307679525,91.9,293.34,1,0,0,0.218119153
1704975,Bellwood,20535,19071,18789,6351,2.943158558,18799,1375,3580,4244,3295,3642,1843,665,155,36.1,796,3822,13543,146,492,18696,14768,9710,8905,805,5058,8872,164,8708,6922,717,688,195,186,246415,649,1916,2230,1264,12681,1705,4348,3370,1193,1537,528,993,1411,1257,1117,705,576,63006,27244,6059,4450,1609,409,6468,4780,300,337,419,411,76,73,72,5.3,139,692,4579,1058,1955,340,2163,2892,704,369,1795,2456,144,55,161600,1536,24,658,690,164,0,1043,5479,574,580,5195,5007,864,8433,Health Care,Manufacturing,Administration,Transportation,Retail Trade,1322,968,948,875,874,3932,Manufacturing,Accommodation and Food Service,Transportation,Wholesale Trade,Retail Trade,1290,677,402,326,230,Chicago,Melrose Park,Bellwood,Maywood,Elk Grove Village,2487,295,277,205,191,Chicago,Bellwood,Maywood,Melrose Park,Berwyn,831,277,191,89,61,6169,3460,3175,17316.27122,84316710,76539276,187087271,36282796,50180325,2442364,0,0,275992756,0,0,1,0,0.236331071,0.763668929,2.223756054,1534.832439,588.0771868,0.383153999,45.86277399,0.029881291,5.292390582,0.003448188,41.5191113,0.027051234,46.76076203,0.030466363,212.9264285,0.138729429,525.0473519,0.342087735,0,0,42.63532342,0.027778487,26.71111005,0.017403274,1638,1762,874,1785,4310,679,1749,662,19,17,626,1632,139,304,1189,1221,459,335,427,2398,1721,616,61,17062,1737,17424,3105,1250,14319,2957,0,0,14,0,0,0,119,15,1803,1631,16673,189,239,6849,4140,4804,3124,1618,32.3,6440,4914,1526,243,6683,2843,3809,3450,680,1024,436,12242,48,56,28,35,20,21,Lake Michigan,2.05,1.92,-6.6,1.51,1.36,-9.8,0.54,0.55,2.2,75.7,71.1,-6.1,36.51300605,12.70515258,N/A,58.47384578,17.64161686,N/A,60.14525263,38.85403384,N/A,8.164731896,5.623304397,N/A,Bellwood,0.435,751535,28,0.729399562,0.917659244,0.256919801,0.782756462,0.196648445,0,0.163681199,75.7,272.68,1,1,1,0.198827773
1705248,Bensenville,20703,18352,18813,6538,2.822269807,18273,1402,3281,4140,3313,3743,1230,664,500,35.9,7933,8767,692,675,206,17957,14448,10323,9971,352,4125,9694,468,9226,7757,768,308,276,117,240890,419,2284,2476,1482,12322,2280,3678,2613,813,2276,662,959,1360,1565,1156,1119,502,64401,27530,6661,3448,3213,289,6950,3341,159,149,179,933,582,1549,58,4.8,335,3206,3116,293,1970,1923,1914,2526,457,130,490,2461,484,9,219100,3102,144,766,1685,482,25,1134,5881,572,780,5761,5664,900,8186,Manufacturing,Retail Trade,Health Care,Administration,Wholesale Trade,1153,871,779,766,722,19138,Manufacturing,Administration,Transportation,Wholesale Trade,Construction,4592,4518,2382,2047,1584,Chicago,Bensenville,Elk Grove Village,Elmhurst,Wood Dale,1212,757,484,376,242,Chicago,Bensenville,Addison,Schaumburg,Elgin,3249,757,411,350,314,22851,16856,19358,21167.06783,535552459,434857392,280081674,81584488,270697077,3539953,1301,0,635904493,0.183779548,0.65942275,0.156797701,0.398891489,0.601108511,0,7.221865107,3550.892835,777.8416904,0.219055242,149.3921919,0.042071726,2.186734688,0.000615827,141.3748693,0.039813894,173.4538099,0.048847943,956.2858601,0.269308567,973.5892302,0.27418153,4.45491634,0.00125459,194.8433046,0.054871638,177.4702279,0.049979044,1960,1766,1181,1754,4274,652,2387,579,6,47,526,1661,180,243,1238,1540,509,497,534,2697,1776,760,161,12895,5378,16871,8984,3593,7887,6334,1642,20,133,114,84,62,595,0,10779,7690,537,1307,390,5779,5539,4477,2571,2337,32.2,6885,3861,3024,235,7120,3812,3743,2628,497,1936,588,13204,48,57,29,36,20,21,Lake Michigan,2.44,1.84,-24.5,1.94,1.15,-40.3,0.51,0.69,35.8,97.2,62.3,-35.8,70.00424608,29.50800301,N/A,64.70337814,56.53693236,N/A,-7.572209167,91.59863967,N/A,-1.303800678,11.44623559,N/A,Bensenville,0.219,355248,14.2,0,0,0.304414868,0.843694176,0.474276069,0.415141868,0.333941992,97.2,511.05,1,0.218289237,0.093198725,0.187744997
1705404,Berkeley,5245,5209,5338,1853,2.862924987,5079,400,718,1196,756,1175,446,197,191,42.3,1441,2056,1326,136,120,5056,4178,2634,2485,149,1544,2466,118,2348,1999,213,40,13,83,62930,56,516,639,582,3585,560,1386,669,309,340,321,209,428,381,208,388,179,71025,29940,1793,1614,179,80,1873,1648,8,43,35,0,108,0,31,5.4,14,258,1444,157,1956,75,476,973,323,26,453,1082,79,0,175900,179,0,85,94,0,0,1017,1633,149,160,1567,1470,226,2440,Health Care,Manufacturing,Administration,Retail Trade,Transportation,352,274,228,224,194,1268,Manufacturing,Education,Construction,Wholesale Trade,Accommodation and Food Service,556,162,104,93,74,Chicago,Elmhurst,Oak Brook,Northlake,Melrose Park,602,107,73,60,59,Chicago,Berkeley,Aurora,Melrose Park,Lombard,185,44,29,28,25,,,,22411.35616,22911821,15858424,82785592,8932473,28528402,3512280,0,0,123758747,0,0.133801197,0.866198803,0.093571057,0.557782405,0.348646538,3.441506825,896.2063031,310.1984138,0.346123892,10.56945102,0.011793547,0.935092688,0.00104339,13.73426593,0.015324893,18.01394523,0.020100222,81.38737895,0.090813219,445.5928153,0.49719893,0,0,11.39985027,0.012720118,4.375089881,0.004881789,396,671,188,538,1339,111,454,66,0,0,66,549,48,202,299,381,110,159,112,775,585,131,59,4300,779,4679,2013,838,2666,1568,17,18,15,17,0,41,203,134,2712,814,1447,198,74,1456,970,1335,715,769,37.2,1877,1614,263,37,1914,635,946,976,292,480,212,3541,52,61,31,38,21,22,Lake Michigan,0.84,0.67,-20.2,0.39,0.41,6.1,0.46,0.26,-42.4,74.3,78.4,5.5,43.03727359,16.3450071,N/A,57.76189922,14.1865821,N/A,34.21365809,-13.20540874,N/A,5.026635271,-2.33279104,N/A,Berkeley,0.072,182218,9.6,0.312009761,0.456599897,0.270571827,0.754397186,0.164568402,0,0.311773771,74.3,279.41,1,0.83610528,0.940776311,0.155717762
1705573,Berwyn,54016,56657,57250,19633,2.907298935,54850,3764,11511,11742,11175,9809,4074,2079,696,35.6,14366,34255,3994,1741,494,54664,42127,28329,26913,1390,13798,26435,694,25741,18548,2921,2874,850,548,801650,1598,7078,5977,3624,35764,6646,10890,7197,3106,5482,2443,2881,4449,3394,2952,2877,1724,61915,25939,18277,10796,7481,1782,20059,9687,172,3687,2762,2089,805,773,84,5.4,375,1870,5681,12133,0,3643,6680,5898,2570,1268,1498,7394,1728,149,227100,7321,185,3530,2876,723,7,995,17127,2692,1150,16439,15993,1838,23153,Health Care,Manufacturing,Retail Trade,Accommodation and Food Service,Administration,3156,2543,2388,2348,2180,8556,Administration,Accommodation and Food Service,Retail Trade,Education,Health Care,1644,1453,1245,907,665,Chicago,Berwyn,Cicero,Maywood,Oak Park,8514,1127,803,491,479,Chicago,Berwyn,Cicero,Aurora,Oak Park,2252,1127,630,164,134,9637,8731,9573,16344.83816,439246356,319288684,729542995,130031529,4838588,2026833,0,0,866439945,0,0,1,0,0,1,1.763536408,2498.834486,996.0002091,0.398585907,328.4571979,0.131444159,27.10560208,0.010847298,127.3917861,0.050980482,112.7060291,0.045103439,24.16504545,0.009670527,834.8557117,0.334098043,0,0,42.38017256,0.016959976,5.772732194,0.00231017,4730,4787,3038,5722,12348,2295,5929,1790,0,57,1733,5362,360,1128,3874,3316,1242,1046,1028,7553,4750,2262,541,39959,14891,51086,29513,9614,21573,26293,647,70,945,123,0,240,1177,18,30476,20543,588,1351,1058,15515,12536,11779,6905,7281,33.8,19702,12122,7580,989,20691,8802,10091,7689,2094,3908,2054,34638,45,52,27,33,19,20,Lake Michigan,5.85,4.91,-16.1,2.99,3.43,14.6,2.86,1.48,-48.1,54.7,60.3,10.1,37.16340685,1.667312815,N/A,46.28588209,8.461247549,N/A,24.54692941,407.4781092,N/A,3.726288282,31.08999659,N/A,Berwyn,1.35,1860400,29.2,1,1,0.308438653,0.803947931,0.171928771,0,0.087157791,54.7,284.17,1,1,1,0.277624362
1705976,Big Rock,N/A,1126,1104,409,2.699266504,1271,86,251,212,190,299,136,85,12,41.1,1184,42,0,0,45,1271,993,654,622,32,339,613,22,591,557,22,6,6,0,16880,2,69,190,163,897,39,252,266,96,159,85,15,32,72,60,149,96,106375,46158,424,373,51,36,460,451,9,0,0,0,0,0,0,7,9,264,104,83,1972,0,86,232,126,16,41,243,71,15,247200,43,0,14,22,7,0,1104,402,23,22,373,366,51,536,Manufacturing,Retail Trade,Education,Health Care,Construction,71,60,52,51,44,1688,Arts and Entertainment,Real Estate,Construction,Manufacturing,Retail Trade,1443,87,52,33,25,Chicago,Aurora,St. Charles,Batavia,Sugar Grove,43,29,26,19,18,Chicago,Aurora,Naperville,St. Charles,Elgin,422,59,32,25,20,,,,,33022951,32871208,29067223,2499872,332070,963460,2412145,0,35274770,1,0,0,1,0,0,12.25052324,2761.452095,388.9271733,0.140841543,0,0,1.975090288,0.000715236,34.37050207,0.012446532,60.32228866,0.021844409,21.20350804,0.007678391,207.6149412,0.075183249,1733.969326,0.627919394,217.0059816,0.078584011,96.06328352,0.034787235,37,193,56,138,364,11,60,0,0,0,0,44,4,21,19,69,39,11,19,303,231,50,22,1253,18,1185,15,6,1170,3,12,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,60,71,33,42,27,30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0.379041249,0.798858773,0.43189635,0.43189635,0.493759616,No data,391.32,1,0,0,0.091353997
1706587,Bloomingdale,21675,22018,22382,8903,2.441087274,21905,1257,3498,3824,4351,4254,2530,1478,713,40.9,14896,2671,1162,2823,353,21074,17742,12250,11808,442,5492,11692,933,10759,9420,828,381,41,89,301365,459,3013,3624,1599,15896,1035,4193,3101,1125,4122,2320,1159,1425,1348,986,1702,2075,87397,47926,8695,6199,2496,385,9080,3767,2033,121,631,394,872,1252,10,5.9,841,7373,769,97,1982,1354,3008,2634,1862,222,580,2398,2458,756,306400,2441,41,304,1063,938,95,1358,8226,353,469,8032,7897,663,10890,Manufacturing,Health Care,Retail Trade,Professional,Wholesale Trade,1309,1265,1016,920,888,14044,Retail Trade,Manufacturing,Accommodation and Food Service,Health Care,Education,2205,2068,1835,1502,1256,Chicago,Schaumburg,Bloomingdale,Addison,Elk Grove Village,1487,580,548,364,347,Chicago,Carol Stream,Bloomingdale,Glendale Heights,Hanover Park,1075,810,548,533,479,12425,12441,11940,20959.87089,743120224,506031004,685062045,166736863,70874510,0,6150,0,922679568,0.538131222,0.461868778,0,0.354313368,0.645686632,0,6.433652092,4513.611827,1594.657531,0.353299662,159.5067972,0.03533906,0,0,553.1693291,0.122555805,152.3655165,0.033756894,217.6566874,0.048222288,785.3225266,0.173989824,0,0,929.6566153,0.205967339,121.2768242,0.02686913,2826,2769,1356,1744,5503,434,3192,657,17,8,632,1720,171,347,1202,1348,310,516,522,4742,3267,1152,323,18154,3751,20648,5246,1803,15402,1316,1423,178,300,28,79,324,1456,142,17854,1074,551,1906,290,5235,4538,5169,4051,2682,38.2,8219,5962,2257,180,8399,1632,3988,3508,818,3670,1542,15158,57,68,36,45,21,23,Lake Michigan,2.53,2.15,-14.9,1.74,1.51,-13.4,0.78,0.64,-18.3,79.6,67.6,-15.1,40.61070391,33.18219578,N/A,42.50739729,11.67382955,N/A,4.670427254,-64.81899622,N/A,0.763675234,-15.97960781,N/A,Bloomingdale,0.182,690072,9.1,0,0,0.476031706,0.872395205,0.92846396,0.148516777,0.233409714,79.6,540.18,1,0,0,0.186708861
1706704,Blue Island,23463,23706,22558,8278,2.718410244,23160,1696,4582,4922,4908,4541,1361,865,285,35.9,4805,10876,7228,51,200,23095,18248,12002,10427,1574,6246,10180,197,9983,7572,1131,1076,125,79,306885,1255,2974,2635,1062,14872,3517,4399,3218,1235,1593,910,1815,1977,1691,939,1102,402,51859,23061,7926,4045,3881,924,8850,4024,325,1421,472,1312,507,434,355,5.1,610,1628,3675,2937,1954,1763,2777,3099,841,370,2479,1392,117,57,126900,3819,115,2589,1005,110,0,897,6815,1050,1111,6357,6166,1569,9392,Health Care,Retail Trade,Manufacturing,Accommodation and Food Service,Administration,1403,1015,1013,1000,798,5032,Health Care,Administration,Education,Manufacturing,Accommodation and Food Service,1228,751,724,440,408,Chicago,Blue Island,Alsip,Crestwood,Oak Lawn,2874,575,373,203,191,Chicago,Blue Island,Tinley Park,Alsip,Orland Park,1126,575,137,125,122,9545,8131,4401,16301.27538,133158074,113735860,188234523,50897380,31510471,5550861,6166,0,276199401,0.005841548,0.125194995,0.868963457,0.093468307,0.450922879,0.455608814,1.757267904,2660.754888,642.8966356,0.241621894,152.084106,0.057158255,18.03888099,0.00677961,85.46234512,0.032119586,89.67274208,0.033701993,329.0083681,0.123652265,892.1512535,0.335300052,0,0,239.5644706,0.090036279,211.8760863,0.079630066,2082,2502,1078,2264,5457,1210,2469,1128,22,76,1030,2367,455,759,1153,1691,807,574,310,2443,2041,340,62,18314,4846,21464,8718,3130,12746,8276,84,6,0,0,0,9,295,48,8498,8899,5599,78,389,7760,5649,5181,2585,2288,30.4,8247,4477,3770,503,8750,4763,3953,3016,622,1155,484,13993,41,48,22,28,19,20,Lake Michigan,2.56,2.23,-12.8,1.22,1.06,-13.5,1.34,1.17,-12.1,52,44.3,-14.9,30.78996435,8.621190018,N/A,44.13021664,8.826043329,N/A,43.32662469,2.376160494,N/A,6.182874711,0.392161814,N/A,Blue Island,0.518,666418,24.3,0.439670291,0.526223776,0.251344809,0.76633498,0.001684806,0.001684806,0.183983077,52,267.9,1,0.86506925,0.882870581,0.248428291
